judet,localitate,url,dns_ok,http_status,final_url,https_ok,is_primarie,cms,rss_url,rss_ok,last_signal_date,copyright_year,error
ALBA,SASCIORI,http://www.comunasasciori.ro,yes,200,https://www.comunasasciori.ro,yes,yes,e-adm,,no,2024-01-01,2017,
ALBA,CRICAU,http://www.comunacricau.ro,yes,200,https://www.cricau.ro/,yes,yes,e-adm,,no,,,
ALBA,CIUGUD,https://www.primariaciugud.ro,yes,200,https://www.primariaciugud.ro,yes,yes,e-adm,,no,2026-01-01,2026,
ALBA,CRACIUNELU DE JOS,https://www.craciuneludejos.ro,yes,200,https://craciuneludejos.ro/,yes,yes,e-adm,,no,2026-01-01,,
ARAD,ORAS SANTANA,https://www.primariasantana.ro/ro,yes,200,https://www.primariasantana.ro/ro/,yes,yes,e-adm,,no,2026-01-01,,
ARAD,COVASINT,https://www.primariacovasint.ro,yes,200,https://primariacovasint.ro/,yes,yes,e-adm,,no,2026-01-01,,
ARGES,MUNICIPIUL PITESTI,http://www.primariapitesti.ro,yes,200,https://www.primariapitesti.ro,yes,yes,e-adm,,no,2027-01-01,,
ARGES,ALBESTII DE MUSCEL,https://www.cjarges.ro/en/web/albestii-de-muscel,yes,200,https://www.cjarges.ro/en/web/albestii-de-muscel,yes,yes,e-adm,,no,,,
ARGES,ALBOTA,https://www.cjarges.ro/en/web/albota,yes,200,https://www.cjarges.ro/en/web/albota,yes,yes,e-adm,,no,2024-01-01,,
ARGES,BARLA,https://www.cjarges.ro/en/web/barla,yes,200,https://www.cjarges.ro/en/web/barla,yes,yes,e-adm,,no,2022-01-01,,
ARGES,BAICULESTI,https://www.cjarges.ro/en/web/baiculesti,yes,200,https://www.cjarges.ro/en/web/baiculesti,yes,yes,e-adm,,no,2024-01-01,,
ARGES,BUGHEA DE SUS,https://www.cjarges.ro/en/web/bughea-de-sus,yes,200,https://www.cjarges.ro/en/web/bughea-de-sus,yes,yes,e-adm,,no,,,
ARGES,BELETI-NEGRESTI,https://www.cjarges.ro/en/web/beleti-negresti,yes,200,https://www.cjarges.ro/en/web/beleti-negresti,yes,yes,e-adm,,no,2025-01-01,,
ARGES,BUGHEA DE JOS,https://www.primariabugheadejos.ro,yes,200,https://www.primariabugheadejos.ro,yes,yes,e-adm,,no,2026-01-01,,
ARGES,CALDARARU,https://www.cjarges.ro/en/web/caldararu,yes,200,https://www.cjarges.ro/en/web/caldararu,yes,yes,e-adm,,no,2027-01-01,,
ARGES,BRADULET,https://www.cjarges.ro/en/web/bradulet,yes,200,https://www.cjarges.ro/en/web/bradulet,yes,yes,e-adm,,no,2024-01-01,,
ARGES,COCU,https://www.cjarges.ro/en/web/cocu,yes,200,https://www.cjarges.ro/en/web/cocu,yes,yes,e-adm,,no,,,
ARGES,CICANESTI,https://www.cjarges.ro/en/web/cicanesti,yes,200,https://www.cjarges.ro/en/web/cicanesti,yes,yes,e-adm,,no,2024-01-01,,
ARGES,DRAGOSLAVELE,https://www.cjarges.ro/en/web/dragoslavele,yes,200,https://www.cjarges.ro/en/web/dragoslavele,yes,yes,e-adm,,no,2024-01-01,,
ARGES,CIOFRANGENI,https://www.cjarges.ro/en/web/ciofrangeni,yes,200,https://www.cjarges.ro/en/web/ciofrangeni,yes,yes,e-adm,,no,2024-01-01,,
ARGES,IZVORU,https://www.cjarges.ro/en/web/izvoru,yes,200,https://www.cjarges.ro/en/web/izvoru,yes,yes,e-adm,,no,,,
ARGES,CORBENI,https://www.cjarges.ro/en/web/corbeni,yes,200,https://www.cjarges.ro/en/web/corbeni,yes,yes,e-adm,,no,2024-01-01,,
ARGES,DOBRESTI,https://www.cjarges.ro/en/web/dobresti,yes,200,https://www.cjarges.ro/en/web/dobresti,yes,yes,e-adm,,no,,,
ARGES,LERESTI,https://www.cjarges.ro/en/web/leresti,yes,200,https://www.cjarges.ro/en/web/leresti,yes,yes,e-adm,,no,,,
ARGES,DRAGANU,https://www.cjarges.ro/en/web/draganu,yes,200,https://www.cjarges.ro/en/web/draganu,yes,yes,e-adm,,no,,,
ARGES,LEORDENI,https://www.cjarges.ro/en/web/leordeni,yes,200,https://www.cjarges.ro/en/web/leordeni,yes,yes,e-adm,,no,,,
ARGES,COTMEANA,https://www.cjarges.ro/en/web/cotmeana,yes,200,https://www.cjarges.ro/en/web/cotmeana,yes,yes,e-adm,,no,,,
ARGES,DAVIDESTI,https://www.cjarges.ro/en/web/davidesti,yes,200,https://www.cjarges.ro/en/web/davidesti,yes,yes,e-adm,,no,,,
